utterance_id,recording_id,recording,start,end,speaker,gender,text
M454114-101935856_790417-453814662_1558734584-GB-M-030,101935856_790417-453814662_1558734584-GB-M-454114,GB/GBVocals/101935856_790417-453814662_1558734584-GB-M-454114.m4a,96.552,140.828,M454114,m,I DON'T WANNA HEAR YOU LIE TONIGHT NOW THAT I'VE BECOME WHO I REALLY AM THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE
M454114-101935856_790417-453814662_1558734584-GB-M-045,101935856_790417-453814662_1558734584-GB-M-454114,GB/GBVocals/101935856_790417-453814662_1558734584-GB-M-454114.m4a,144.373,148.856,M454114,m,THOUGHT OF YOUR BODY I CAME ALIVE
M454114-101935856_790417-453814662_1558734584-GB-M-046,101935856_790417-453814662_1558734584-GB-M-454114,GB/GBVocals/101935856_790417-453814662_1558734584-GB-M-454114.m4a,149.259,163.359,M454114,m,IT WAS LETHAL IT WAS FATAL IN MY DREAMS IT FELT SO RIGHT BUT I WOKE UP EVERY TIME
M454114-101935856_790417-453814662_1558734584-GB-M-050,101935856_790417-453814662_1558734584-GB-M-454114,GB/GBVocals/101935856_790417-453814662_1558734584-GB-M-454114.m4a,165.764,203.122,M454114,m,OH BABY THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE
M454114-101935856_790417-453814662_1558734584-GB-M-050,101935856_790417-453814662_1558734584-GB-M-454114,GB/GBVocals/101935856_790417-453814662_1558734584-GB-M-454114.m4a,165.764,203.122,M454114,m,OH BABY THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE
F833021197-101935856_790417-832995897_1690995779-GB-F-006,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,22.743,25.413,F833021197,f,I ONLY WANT TO DIE ALIVE
F833021197-101935856_790417-832995897_1690995779-GB-F-007,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,25.786,29.032,F833021197,f,NEVER BY THE HANDS OF A BROKEN HEART
F833021197-101935856_790417-832995897_1690995779-GB-F-008,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,30.138,32.574,F833021197,f,I DON'T WANNA HEAR YOU LIE TONIGHT
F833021197-101935856_790417-832995897_1690995779-GB-F-010,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,33.182,36.604,F833021197,f,NOW THAT I'VE BECOME WHO I REALLY AM
F833021197-101935856_790417-832995897_1690995779-GB-F-011,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,37.712,42.078,F833021197,f,THIS IS THE PART WHEN I SAY I DON'T WANT IT
F833021197-101935856_790417-832995897_1690995779-GB-F-013,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,42.594,45.173,F833021197,f,I'M STRONGER THAN I'VE BEEN BEFORE
F833021197-101935856_790417-832995897_1690995779-GB-F-014,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,45.258,56.861,F833021197,f,THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE THIS IS THE PART WHEN I SAY I DON'T WANT IT
F833021197-101935856_790417-832995897_1690995779-GB-F-019,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,57.365,64.169,F833021197,f,I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE
F833021197-101935856_790417-832995897_1690995779-GB-F-022,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,64.536,77.033,F833021197,f,'CAUSE I CAN'T RESIST IT NO MORE YOU WERE BETTER DEEPER
F833021197-101935856_790417-832995897_1690995779-GB-F-028,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,89.193,91.893,F833021197,f,I ONLY WANT TO DIE ALIVE
F833021197-101935856_790417-832995897_1690995779-GB-F-029,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,92.261,95.782,F833021197,f,NEVER BY THE HANDS OF A BROKEN HEART
F833021197-101935856_790417-832995897_1690995779-GB-F-030,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,96.612,99.187,F833021197,f,I DON'T WANNA HEAR YOU LIE TONIGHT
F833021197-101935856_790417-832995897_1690995779-GB-F-032,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,99.604,103.386,F833021197,f,NOW THAT I'VE BECOME WHO I REALLY AM
F833021197-101935856_790417-832995897_1690995779-GB-F-033,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,104.226,108.584,F833021197,f,THIS IS THE PART WHEN I SAY I DON'T WANT IT
F833021197-101935856_790417-832995897_1690995779-GB-F-035,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,108.783,148.875,F833021197,f,I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE THOUGHT OF YOUR BODY I CAME ALIVE
F833021197-101935856_790417-832995897_1690995779-GB-F-046,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,149.098,163.029,F833021197,f,IT WAS LETHAL IT WAS FATAL IN MY DREAMS IT FELT SO RIGHT BUT I WOKE UP EVERY TIME
F833021197-101935856_790417-832995897_1690995779-GB-F-050,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,165.653,178.622,F833021197,f,OH BABY THIS IS THE PART WHEN I SAY I DON'T WANT IT I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE
F833021197-101935856_790417-832995897_1690995779-GB-F-056,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,179.016,186.117,F833021197,f,'CAUSE I CAN'T RESIST IT NO MORE THIS IS THE PART WHEN I SAY I DON'T WANT IT
F833021197-101935856_790417-832995897_1690995779-GB-F-059,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,186.394,200.499,F833021197,f,I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE
F833021197-101935856_790417-832995897_1690995779-GB-F-059,101935856_790417-832995897_1690995779-GB-F-833021197,GB/GBVocals/101935856_790417-832995897_1690995779-GB-F-833021197.m4a,186.394,200.499,F833021197,f,I'M STRONGER THAN I'VE BEEN BEFORE THIS IS THE PART WHEN I BREAK FREE 'CAUSE I CAN'T RESIST IT NO MORE
F688611635-105824063_111593-1240874969_1641968896-GB-F-009,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,42.926,45.407,F688611635,f,THESE WOUNDS WON'T SEEM TO HEAL
F688611635-105824063_111593-1240874969_1641968896-GB-F-010,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,45.945,66.58,F688611635,f,THIS PAIN IS JUST TOO REAL THERE'S JUST TOO MUCH THAT TIME CANNOT ERASE WHEN YOU CRIED I'D WIPE AWAY ALL OF YOUR TEARS WHEN YOU'D SCREAM I'D FIGHT AWAY ALL OF YOUR FEARS
F688611635-105824063_111593-1240874969_1641968896-GB-F-018,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,66.741,78.34,F688611635,f,AND I HELD YOUR HAND THROUGH ALL OF THESE YEARS BUT YOU STILL HAVE
F688611635-105824063_111593-1240874969_1641968896-GB-F-023,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,96.579,108.487,F688611635,f,YOU USED TO CAPTIVATE ME BY YOUR RESONATING LIGHT NOW I'M BOUND BY THE LIFE YOU LEFT BEHIND
F688611635-105824063_111593-1240874969_1641968896-GB-F-027,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,110.01,112.338,F688611635,f,YOUR FACE IT HAUNTS
F688611635-105824063_111593-1240874969_1641968896-GB-F-028,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,113.284,115.741,F688611635,f,MY ONCE PLEASANT DREAMS
F688611635-105824063_111593-1240874969_1641968896-GB-F-029,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,116.703,123.742,F688611635,f,YOUR VOICE IT CHASED AWAY ALL THE SANITY IN ME THESE WOUNDS WON'T SEEM TO HEAL
F688611635-105824063_111593-1240874969_1641968896-GB-F-037,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,136.045,138.35,F688611635,f,WHEN YOU CRIED I'D
F688611635-105824063_111593-1240874969_1641968896-GB-F-038,105824063_111593-1240874969_1641968896-GB-F-688611635,GB/GBVocals/105824063_111593-1240874969_1641968896-GB-F-688611635.m4a,138.607,141.329,F688611635,f,WIPE AWAY ALL OF YOUR TEARS
